Gestion;2015;;;;;;;;
Type Budget;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2014;AEPLF; CPLF 2014; CPPLF
Solidarité, insertion et égalité des chances;304;12;Economie sociale et solidaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 970 175;4 721 666;4 970 175;4 721 666
Solidarité, insertion et égalité des chances;304;13;Autres expérimentations;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;927 487;893 855;927 487;893 855
Solidarité, insertion et égalité des chances;304;14;Aide alimentaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;32 639 792;32 639 792;32 639 792;32 639 792
Solidarité, insertion et égalité des chances;304;15;Qualification en travail social;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 076 571;5 550 000;2 076 571;5 550 000
Solidarité, insertion et égalité des chances;304;16;Protection juridique des majeurs;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;238 718 130;241 263 910;238 718 130;241 263 910
Solidarité, insertion et égalité des chances;304;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;10 526 358;15 276 028;10 526 358;15 276 028
Sport, jeunesse et vie associative;163;1;Développement de la vie associative;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;15 369 645;12 165 066;15 369 645;12 165 066
Sport, jeunesse et vie associative;163;2;Actions en faveur de la jeunesse et de l'éducation populaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;71 877 045;68 732 366;71 877 045;68 732 366
Sport, jeunesse et vie associative;163;4;Actions particulières en direction de la jeunesse;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;122 111 500;125 000 000;122 111 500;125 000 000
Sport, jeunesse et vie associative;219;1;Promotion du sport pour le plus grand nombre;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 412 656;7 807 739;14 412 656;7 807 739
Sport, jeunesse et vie associative;219;2;Développement du sport de haut niveau;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;169 645 923;162 330 956;176 047 488;174 161 579
Sport, jeunesse et vie associative;219;3;Prévention par le sport et protection des sportifs;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;18 776 613;18 753 177;18 776 613;18 753 177
Sport, jeunesse et vie associative;219;4;Promotion des métiers du sport;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;27 487 965;27 550 933;27 487 965;27 550 933
Travail et emploi;102;1;Amélioration de l’efficacité du service public de l’emploi;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 958 604 900;3 422 371 030;2 972 604 900;3 422 371 030
Travail et emploi;102;1;Amélioration de l’efficacité du service public de l’emploi;1;Indemnisation des demandeurs d'emploi;1 387 701 000;1 877 371 030;1 387 701 000;1 877 371 030
Travail et emploi;102;1;Amélioration de l’efficacité du service public de l’emploi;2;Coordination du service public de l'emploi;1 570 903 900;1 545 000 000;1 584 903 900;1 545 000 000
Travail et emploi;102;2;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;0;Coordination du service public de l'emploi;4 608 086 677;4 070 541 946;4 267 847 500;4 074 639 088
Travail et emploi;102;2;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;1;Insertion dans l'emploi au moyen de contrats aidés;3 659 434 803;3 000 319 881;3 315 595 626;3 012 079 683
Travail et emploi;102;2;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;2;Accompagnement des publics les plus en difficultés;948 651 874;1 070 222 065;952 251 874;1 062 559 405
Travail et emploi;103;1;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;0;Accompagnement des publics les plus en difficultés;1 603 459 071;878 312 660;834 286 041;646 612 660
Travail et emploi;103;1;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;1;Anticipation des mutations et gestion active des ressources humaines;1 241 342 100;542 334 600;472 169 070;310 634 600
Travail et emploi;103;1;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;2;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;362 116 971;335 978 060;362 116 971;335 978 060
Travail et emploi;103;2;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;0;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;1 787 649 719;1 466 824 892;1 787 649 719;1 466 824 893
Travail et emploi;103;2;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;3;Reconnaissance des compétences acquises par les personnes;6 776 000;2 907 909;6 776 000;2 907 909
Travail et emploi;103;2;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;4;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;1 780 873 719;1 463 916 983;1 780 873 719;1 463 916 984
Travail et emploi;103;3;Développement de l'emploi;0;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;265 095 371;795 642 413;257 205 461;792 146 999
Travail et emploi;103;3;Développement de l'emploi;1;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;122 673 461;632 587 692;122 673 461;632 587 692
Travail et emploi;103;3;Développement de l'emploi;2;Promotion de l'activité;142 421 910;163 054 721;134 532 000;159 559 307
Travail et emploi;111;1;Santé et sécurité au travail;0;Promotion de l'activité;27 136 500;26 119 400;25 906 500;26 519 400
Travail et emploi;111;2;Qualité et effectivité du droit;0;Promotion de l'activité;17 968 500;9 926 667;14 477 000;9 703 333
Travail et emploi;111;3;Dialogue social et démocratie sociale;0;Promotion de l'activité;77 065 102;97 493 251;29 240 321;45 394 858
Travail et emploi;111;4;Lutte contre le travail illégal;0;Promotion de l'activité;0;0;0;0
Travail et emploi;111;5;Fonds national de soutien relatif à la pénibilité;0;Promotion de l'activité;0;0;0;0
Travail et emploi;155;7;Fonds social européen - Assistance technique;0;Promotion de l'activité;0;0;0;0
Travail et emploi;155;8;Fonctionnement des services;0;Promotion de l'activité;0;38 156 292;0;35 495 819
Travail et emploi;155;9;Systèmes d'information;0;Promotion de l'activité;0;29 940 000;0;28 360 000
Travail et emploi;155;10;Affaires immobilières;0;Promotion de l'activité;0;19 082 011;0;29 097 851
Travail et emploi;155;11;Communication;0;Promotion de l'activité;0;4 527 091;0;4 527 091
Travail et emploi;155;12;Etudes, statistiques évaluation et recherche;0;Promotion de l'activité;0;12 330 000;0;12 240 000
Travail et emploi;155;13;Politique des ressources humaines;0;Promotion de l'activité;0;33 130 041;0;33 386 541
Travail et emploi;155;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;0;Promotion de l'activité;0;97 308 296;0;97 308 296
Travail et emploi;155;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;0;Promotion de l'activité;0;93 295 278;0;93 295 278
Travail et emploi;155;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;0;Promotion de l'activité;0;288 201 820;0;288 201 820
Travail et emploi;155;17;Personnels de statistiques, études et recherche;0;Promotion de l'activité;0;21 778 813;0;21 778 813
Travail et emploi;155;18;Personnels transversaux et de soutien;0;Promotion de l'activité;0;127 906 553;0;127 906 553
