Gestion;2016;;;;;;;;;;;;;;;;;;;;
Type Budget;Budget général;;;;;;;;;;;;;;;;;;;;
;;;;;;Données;;;;;;;;;;;;;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2015;AEPLF;AEAMT;AELF; CPLF 2015; CPPLF;CPAMT;CPLF;;;;;;;;
Engagements financiers de l'État;117;01;Dette;0;Garantie du risque exportateur;43 401 000 000;43 532 000 000;0;43 532 000 000;43 401 000 000;43 532 000 000;0;43 532 000 000;;;;;;;;
Engagements financiers de l'État;117;03;Trésorerie;0;Garantie du risque exportateur;936 000 000;920 000 000;0;920 000 000;936 000 000;920 000 000;0;920 000 000;;;;;;;;
Engagements financiers de l'État;145;01;Épargne logement;0;Garantie du risque exportateur;474 342 650;352 203 000;0;352 203 000;474 342 650;352 203 000;0;352 203 000;;;;;;;;
Engagements financiers de l'État;145;02;Instruments de financement du logement;0;Garantie du risque exportateur;2 357 350;1 797 000;0;1 797 000;2 357 350;1 797 000;0;1 797 000;;;;;;;;
Engagements financiers de l'État;168;01;Participation de l'État aux majorations de rentes viagères;0;Garantie du risque exportateur;168 000 000;151 000 000;0;151 000 000;168 000 000;151 000 000;0;151 000 000;;;;;;;;
Engagements financiers de l'État;336;01;Dotation en capital du Mécanisme européen de stabilité;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;338;01;Augmentation de capital de la Banque européenne d'investissement;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;344;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;0;Garantie du risque exportateur;1 427 000 000;0;0;0;50 000 000;100 000 000;0;100 000 000;;;;;;;;
Enseignement scolaire;139;01;Enseignement pré-élémentaire;0;Garantie du risque exportateur;446 099 872;446 865 468;0;446 865 468;446 099 872;446 865 468;0;446 865 468;;;;;;;;
Enseignement scolaire;139;02;Enseignement élémentaire;0;Garantie du risque exportateur;1 179 553 087;1 189 902 685;0;1 189 902 685;1 179 553 087;1 189 902 685;0;1 189 902 685;;;;;;;;
Enseignement scolaire;139;03;Enseignement en collège;0;Garantie du risque exportateur;1 888 816 270;1 893 022 400;0;1 893 022 400;1 888 816 270;1 893 022 400;0;1 893 022 400;;;;;;;;
Enseignement scolaire;139;04;Enseignement général et technologique en lycée;0;Garantie du risque exportateur;1 208 594 547;1 210 438 268;0;1 210 438 268;1 208 594 547;1 210 438 268;0;1 210 438 268;;;;;;;;
Enseignement scolaire;139;05;Enseignement professionnel sous statut scolaire;0;Garantie du risque exportateur;765 434 835;766 544 919;0;766 544 919;765 434 835;766 544 919;0;766 544 919;;;;;;;;
Enseignement scolaire;139;06;Enseignement post-baccalauréat en lycée;0;Garantie du risque exportateur;261 442 313;261 585 051;0;261 585 051;261 442 313;261 585 051;0;261 585 051;;;;;;;;
Enseignement scolaire;139;07;Dispositifs spécifiques de scolarisation;0;Garantie du risque exportateur;151 181 814;151 349 767;0;151 349 767;151 181 814;151 349 767;0;151 349 767;;;;;;;;
Enseignement scolaire;139;08;Actions sociales en faveur des élèves;0;Garantie du risque exportateur;65 119 276;65 785 090;0;65 785 090;65 119 276;65 785 090;0;65 785 090;;;;;;;;
Enseignement scolaire;139;09;Fonctionnement des établissements;0;Garantie du risque exportateur;643 405 690;660 807 586;0;660 807 586;643 405 690;660 807 586;0;660 807 586;;;;;;;;
Enseignement scolaire;139;10;Formation initiale et continue des enseignants;0;Garantie du risque exportateur;120 471 435;145 398 292;0;145 398 292;120 471 435;145 398 292;0;145 398 292;;;;;;;;
Enseignement scolaire;139;11;Remplacement;0;Garantie du risque exportateur;168 810 070;169 652 915;0;169 652 915;168 810 070;169 652 915;0;169 652 915;;;;;;;;
Enseignement scolaire;139;12;Soutien;0;Garantie du risque exportateur;275 494 766;241 590 748;0;241 590 748;275 494 766;241 590 748;0;241 590 748;;;;;;;;
Enseignement scolaire;140;01;Enseignement pré-élémentaire;0;Garantie du risque exportateur;5 008 007 053;5 067 433 081;0;5 067 433 081;5 008 007 053;5 067 433 081;0;5 067 433 081;;;;;;;;
Enseignement scolaire;140;02;Enseignement élémentaire;0;Garantie du risque exportateur;9 601 502 422;9 748 117 305;0;9 748 117 305;9 601 502 422;9 748 117 305;0;9 748 117 305;;;;;;;;
Enseignement scolaire;140;03;Besoins éducatifs particuliers;0;Garantie du risque exportateur;1 758 900 839;1 771 110 825;0;1 771 110 825;1 758 900 839;1 771 110 825;0;1 771 110 825;;;;;;;;
Enseignement scolaire;140;04;Formation des personnels enseignants;0;Garantie du risque exportateur;684 125 584;803 060 006;0;803 060 006;684 125 584;803 060 006;0;803 060 006;;;;;;;;
Enseignement scolaire;140;05;Remplacement;0;Garantie du risque exportateur;1 635 060 686;1 647 949 769;0;1 647 949 769;1 635 060 686;1 647 949 769;0;1 647 949 769;;;;;;;;
Enseignement scolaire;140;06;Pilotage et encadrement pédagogique;0;Garantie du risque exportateur;1 050 425 049;1 070 449 954;0;1 070 449 954;1 050 425 049;1 070 449 954;0;1 070 449 954;;;;;;;;
Enseignement scolaire;140;07;Personnels en situations diverses;0;Garantie du risque exportateur;91 241 579;91 695 753;0;91 695 753;91 241 579;91 695 753;0;91 695 753;;;;;;;;
Enseignement scolaire;141;01;Enseignement en collège;0;Garantie du risque exportateur;10 974 863 613;11 156 511 194;0;11 156 511 194;10 974 863 613;11 156 511 194;0;11 156 511 194;;;;;;;;
Enseignement scolaire;141;02;Enseignement général et technologique en lycée;0;Garantie du risque exportateur;6 902 560 559;6 916 074 233;0;6 916 074 233;6 902 560 559;6 916 074 233;0;6 916 074 233;;;;;;;;
Enseignement scolaire;141;03;Enseignement professionnel sous statut scolaire;0;Garantie du risque exportateur;4 201 732 493;4 208 773 623;0;4 208 773 623;4 201 732 493;4 208 773 623;0;4 208 773 623;;;;;;;;
Enseignement scolaire;141;04;Apprentissage;0;Garantie du risque exportateur;7 240 348;7 232 452;0;7 232 452;7 240 348;7 232 452;0;7 232 452;;;;;;;;
Enseignement scolaire;141;05;Enseignement post-baccalauréat en lycée;0;Garantie du risque exportateur;2 024 758 776;2 022 769 931;0;2 022 769 931;2 024 758 776;2 022 769 931;0;2 022 769 931;;;;;;;;
Enseignement scolaire;141;06;Besoins éducatifs particuliers;0;Garantie du risque exportateur;1 169 543 255;1 168 000 376;0;1 168 000 376;1 169 543 255;1 168 000 376;0;1 168 000 376;;;;;;;;
Enseignement scolaire;141;07;Aide à l'insertion professionnelle;0;Garantie du risque exportateur;54 404 760;55 794 530;0;55 794 530;54 404 760;55 794 530;0;55 794 530;;;;;;;;
Enseignement scolaire;141;08;Information et orientation;0;Garantie du risque exportateur;305 798 801;305 445 076;0;305 445 076;305 798 801;305 445 076;0;305 445 076;;;;;;;;
Enseignement scolaire;141;09;Formation continue des adultes et validation des acquis de l'expérience;0;Garantie du risque exportateur;118 278 506;118 113 719;0;118 113 719;118 278 506;118 113 719;0;118 113 719;;;;;;;;
Enseignement scolaire;141;10;Formation des personnels enseignants et d'orientation;0;Garantie du risque exportateur;542 458 737;648 430 212;0;648 430 212;542 458 737;648 430 212;0;648 430 212;;;;;;;;
Enseignement scolaire;141;11;Remplacement;0;Garantie du risque exportateur;1 401 456 635;1 401 909 112;0;1 401 909 112;1 401 456 635;1 401 909 112;0;1 401 909 112;;;;;;;;
Enseignement scolaire;141;12;Pilotage, administration et encadrement pédagogique;0;Garantie du risque exportateur;3 182 998 017;3 180 567 797;0;3 180 567 797;3 182 998 017;3 180 567 797;0;3 180 567 797;;;;;;;;
Enseignement scolaire;141;13;Personnels en situations diverses;0;Garantie du risque exportateur;89 202 052;89 112 183;0;89 112 183;89 202 052;89 112 183;0;89 112 183;;;;;;;;
Enseignement scolaire;143;01;Mise en oeuvre de l'enseignement dans les établissements publics;0;Garantie du risque exportateur;703 884 660;718 173 518;0;718 173 518;703 884 660;718 173 518;0;718 173 518;;;;;;;;
Enseignement scolaire;143;02;Mise en oeuvre des enseignements dans les établissements privés;0;Garantie du risque exportateur;578 756 591;574 291 502;0;574 291 502;578 756 591;574 291 502;0;574 291 502;;;;;;;;
Enseignement scolaire;143;03;Aide sociale aux élèves (enseignement public et privé);0;Garantie du risque exportateur;85 323 555;84 655 630;0;84 655 630;85 323 555;84 655 630;0;84 655 630;;;;;;;;
Enseignement scolaire;143;04;Évolution des compétences et dynamique territoriale;0;Garantie du risque exportateur;3 951 301;4 251 301;0;4 251 301;3 951 301;4 251 301;0;4 251 301;;;;;;;;
Enseignement scolaire;143;05;Moyens communs à l'enseignement technique agricole, public et privé;0;Garantie du risque exportateur;5 407 276;5 407 276;0;5 407 276;5 407 276;5 407 276;0;5 407 276;;;;;;;;
Enseignement scolaire;214;01;Pilotage et mise en oeuvre des politiques éducatives;0;Garantie du risque exportateur;385 579 737;388 220 510;0;388 220 510;385 579 737;388 220 510;0;388 220 510;;;;;;;;
Enseignement scolaire;214;02;Évaluation et contrôle;0;Garantie du risque exportateur;77 740 467;78 270 025;0;78 270 025;77 740 467;78 270 025;0;78 270 025;;;;;;;;
Enseignement scolaire;214;03;Communication;0;Garantie du risque exportateur;13 803 481;13 668 690;0;13 668 690;13 803 481;13 668 690;0;13 668 690;;;;;;;;
Enseignement scolaire;214;04;Expertise juridique;0;Garantie du risque exportateur;16 175 136;16 395 759;0;16 395 759;16 175 136;16 395 759;0;16 395 759;;;;;;;;
Enseignement scolaire;214;05;Action internationale;0;Garantie du risque exportateur;14 366 337;10 201 015;0;10 201 015;14 366 337;10 201 015;0;10 201 015;;;;;;;;
Enseignement scolaire;214;06;Politique des ressources humaines;0;Garantie du risque exportateur;666 390 046;666 356 613;0;666 356 613;666 390 046;666 356 613;0;666 356 613;;;;;;;;
Enseignement scolaire;214;07;Établissements d'appui de la politique éducative;0;Garantie du risque exportateur;155 320 537;152 397 725;0;152 397 725;155 320 537;152 397 725;0;152 397 725;;;;;;;;
Enseignement scolaire;214;08;Logistique, système d'information, immobilier;0;Garantie du risque exportateur;631 776 384;622 306 351;0;622 306 351;664 181 384;666 111 361;0;666 111 361;;;;;;;;
Enseignement scolaire;214;09;Certification;0;Garantie du risque exportateur;195 436 258;190 989 385;0;190 989 385;195 436 258;190 989 385;0;190 989 385;;;;;;;;
Enseignement scolaire;214;10;Transports scolaires;0;Garantie du risque exportateur;3 323 845;3 322 845;0;3 322 845;3 323 845;3 322 845;0;3 322 845;;;;;;;;
Enseignement scolaire;230;01;Vie scolaire et éducation à la responsabilité;0;Garantie du risque exportateur;2 351 047 141;2 375 120 550;0;2 375 120 550;2 351 047 141;2 375 120 550;0;2 375 120 550;;;;;;;;
Enseignement scolaire;230;02;Santé scolaire;0;Garantie du risque exportateur;474 380 231;475 999 458;0;475 999 458;474 380 231;475 999 458;0;475 999 458;;;;;;;;
Enseignement scolaire;230;03;Inclusion scolaire des élèves en situation de handicap;0;Garantie du risque exportateur;750 056 195;793 925 191;0;793 925 191;750 056 195;793 925 191;0;793 925 191;;;;;;;;
Enseignement scolaire;230;04;Action sociale;0;Garantie du risque exportateur;732 958 734;751 334 475;0;751 334 475;732 958 734;751 334 475;0;751 334 475;;;;;;;;
Enseignement scolaire;230;05;Politique de l'internat et établissements à la charge de l'Etat;0;Garantie du risque exportateur;54 382 542;47 712 488;0;47 712 488;54 382 542;47 712 488;0;47 712 488;;;;;;;;
Enseignement scolaire;230;06;Actions éducatives complémentaires aux enseignements;0;Garantie du risque exportateur;444 580 285;392 820 715;0;392 820 715;492 171 515;408 293 977;0;408 293 977;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;01;Formation des fonctionnaires;0;Garantie du risque exportateur;78 976 698;78 172 610;0;78 172 610;78 976 698;78 172 610;0;78 172 610;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;02;Action sociale interministérielle;0;Garantie du risque exportateur;122 342 634;123 825 770;0;123 825 770;125 283 441;126 766 577;0;126 766 577;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;03;Apprentissage;0;Garantie du risque exportateur;0;30 000 000;0;30 000 000;0;30 000 000;0;30 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;01;Fiscalité des grandes entreprises;0;Garantie du risque exportateur;118 624 240;111 311 276;0;111 311 276;118 624 240;116 161 276;0;116 161 276;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;02;Fiscalité des PME;0;Garantie du risque exportateur;1 745 223 836;1 708 339 318;0;1 708 339 318;1 746 253 836;1 716 659 318;0;1 716 659 318;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;03;Fiscalité des particuliers et fiscalité directe locale;0;Garantie du risque exportateur;2 232 814 419;2 235 398 077;0;2 235 398 077;2 233 336 419;2 236 908 077;0;2 236 908 077;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;05;Gestion financière de l'État hors fiscalité;0;Garantie du risque exportateur;742 391 570;779 840 188;0;779 840 188;742 616 570;781 990 188;0;781 990 188;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;Gestion des pensions;0;Garantie du risque exportateur;66 525 768;63 359 589;0;63 359 589;66 575 768;63 359 589;0;63 359 589;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;07;Gestion financière du secteur public local hors fiscalité;0;Garantie du risque exportateur;1 354 728 630;1 364 860 564;0;1 364 860 564;1 355 528 630;1 368 400 564;0;1 368 400 564;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;08;Gestion des fonds déposés;0;Garantie du risque exportateur;64 888 646;59 706 356;0;59 706 356;64 888 646;59 856 356;0;59 856 356;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;Soutien;0;Garantie du risque exportateur;1 987 603 011;1 770 770 011;0;1 770 770 011;1 884 159 702;1 664 880 785;0;1 664 880 785;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;Etat-major et politiques transversales;0;Garantie du risque exportateur;404 066 512;335 997 956;0;335 997 956;404 034 632;335 397 956;0;335 397 956;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;02;Expertise, audit, évaluation et contrôle;0;Garantie du risque exportateur;77 452 274;71 773 074;0;71 773 074;74 626 803;71 383 074;0;71 383 074;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;Prestations d'appui et support;0;Garantie du risque exportateur;437 672 232;455 800 539;0;455 800 539;399 905 973;422 986 687;0;422 986 687;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;07;Pilotage des finances publiques et projets interministériels;0;Garantie du risque exportateur;171 523 660;168 607 166;0;168 607 166;175 806 555;166 907 166;0;166 907 166;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;0;Garantie du risque exportateur;451 691 965;464 092 130;0;464 092 130;452 121 305;454 768 754;0;454 768 754;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;0;Garantie du risque exportateur;178 872 557;178 864 884;0;178 864 884;182 527 271;176 536 082;0;176 536 082;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;04;Promotion des échanges internationaux et qualité du dédouanement;0;Garantie du risque exportateur;249 782 414;256 605 561;0;256 605 561;251 145 656;248 183 579;0;248 183 579;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;Fiscalité douanière, énergétique et environnementale;0;Garantie du risque exportateur;391 624 106;331 303 181;0;331 303 181;392 093 725;327 732 304;0;327 732 304;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;Soutien des services opérationnels;0;Garantie du risque exportateur;297 936 668;323 597 994;0;323 597 994;304 703 744;305 141 732;0;305 141 732;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;02;Contrôles réglementaires;0;Garantie du risque exportateur;9 021 245;8 098 767;0;8 098 767;9 621 245;8 679 351;0;8 679 351;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;03;Audits, expertises, diagnostics;0;Garantie du risque exportateur;3 758 852;3 374 486;0;3 374 486;4 008 852;3 616 396;0;3 616 396;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;04;Maintenance préventive;0;Garantie du risque exportateur;30 822 586;30 127 414;0;30 127 414;32 872 586;32 287 184;0;32 287 184;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;05;Maintenance corrective;0;Garantie du risque exportateur;16 538 948;12 148 151;0;12 148 151;17 638 948;13 019 026;0;13 019 026;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;06;Travaux lourds - Mise en conformité et remise en état;0;Garantie du risque exportateur;90 212 446;81 230 637;0;81 230 637;96 212 446;87 053 887;0;87 053 887;;;;;;;;
Immigration, asile et intégration;104;11;Accueil des étrangers primo arrivants;0;Garantie du risque exportateur;10 424 156;14 644 043;0;14 644 043;10 424 156;14 644 043;0;14 644 043;;;;;;;;
Immigration, asile et intégration;104;12;Actions d'accompagnement des étrangers en situation régulière;0;Garantie du risque exportateur;30 954 876;24 708 000;0;24 708 000;30 954 876;24 708 000;0;24 708 000;;;;;;;;
Immigration, asile et intégration;104;14;Accès à la nationalité française;0;Garantie du risque exportateur;1 153 737;1 204 515;0;1 204 515;1 716 737;1 058 600;0;1 058 600;;;;;;;;
Immigration, asile et intégration;104;15;Accompagnement des réfugiés;0;Garantie du risque exportateur;15 481 750;20 575 900;0;20 575 900;15 481 750;20 575 900;0;20 575 900;;;;;;;;
Immigration, asile et intégration;104;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;0;Garantie du risque exportateur;0;9 237 000;0;9 237 000;0;9 237 000;0;9 237 000;;;;;;;;
Immigration, asile et intégration;303;01;Circulation des étrangers et politique des visas;0;Garantie du risque exportateur;1 432 000;560 000;0;560 000;1 432 000;560 000;0;560 000;;;;;;;;
Immigration, asile et intégration;303;02;Garantie de l'exercice du droit d'asile;0;Garantie du risque exportateur;496 567 568;533 300 000;0;533 300 000;496 567 568;533 300 000;0;533 300 000;;;;;;;;
Immigration, asile et intégration;303;03;Lutte contre l'immigration irrégulière;0;Garantie du risque exportateur;63 632 000;76 624 082;0;76 624 082;73 807 000;76 700 000;0;76 700 000;;;;;;;;
Immigration, asile et intégration;303;04;Soutien;0;Garantie du risque exportateur;22 210 640;22 778 730;0;22 778 730;21 609 640;22 118 730;0;22 118 730;;;;;;;;
Justice;101;01;Aide juridictionnelle;0;Garantie du risque exportateur;332 358 936;336 728 794;0;336 728 794;332 358 936;336 728 794;0;336 728 794;;;;;;;;
Justice;101;02;Développement de l'accès au droit et du réseau judiciaire de proximité;0;Garantie du risque exportateur;5 166 600;7 000 000;0;7 000 000;5 166 600;7 000 000;0;7 000 000;;;;;;;;
Justice;101;03;Aide aux victimes;0;Garantie du risque exportateur;18 357 235;19 384 250;0;19 384 250;16 943 500;20 000 000;0;20 000 000;;;;;;;;
Justice;101;04;Médiation familiale et espaces de rencontre;0;Garantie du risque exportateur;3 263 500;3 250 000;0;3 250 000;3 263 500;3 250 000;0;3 250 000;;;;;;;;
Justice;101;05;Indemnisation des avoués;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Justice;107;01;Garde et contrôle des personnes placées sous main de justice;0;Garantie du risque exportateur;2 111 530 222;2 324 572 085;0;2 324 572 085;2 046 630 222;2 043 197 868;0;2 043 197 868;;;;;;;;
Justice;107;02;Accueil et accompagnement des personnes placées sous main de justice;0;Garantie du risque exportateur;2 318 407 451;990 918 770;0;990 918 770;1 060 749 155;1 087 575 057;0;1 087 575 057;;;;;;;;
Justice;107;04;Soutien et formation;0;Garantie du risque exportateur;273 203 171;283 710 907;0;283 710 907;267 203 171;277 840 907;0;277 840 907;;;;;;;;
Justice;166;01;Traitement et jugement des contentieux civils;0;Garantie du risque exportateur;927 016 609;946 666 746;0;946 666 746;927 016 609;946 666 746;0;946 666 746;;;;;;;;
Justice;166;02;Conduite de la politique pénale et jugement des affaires pénales;0;Garantie du risque exportateur;956 833 203;1 003 643 952;0;1 003 643 952;956 833 203;1 003 643 952;0;1 003 643 952;;;;;;;;
Justice;166;03;Cassation;0;Garantie du risque exportateur;58 551 767;48 057 815;0;48 057 815;58 551 767;48 057 815;0;48 057 815;;;;;;;;
Justice;166;05;Enregistrement des décisions judiciaires;0;Garantie du risque exportateur;12 152 746;10 626 589;0;10 626 589;12 152 746;10 626 589;0;10 626 589;;;;;;;;
Justice;166;06;Soutien;0;Garantie du risque exportateur;900 821 005;971 081 726;0;971 081 726;970 911 253;938 016 892;0;938 016 892;;;;;;;;
Justice;166;07;Formation;0;Garantie du risque exportateur;110 666 080;112 783 971;0;112 783 971;110 666 080;112 783 971;0;112 783 971;;;;;;;;
Justice;166;08;Support à l'accès au droit et à la justice;0;Garantie du risque exportateur;28 632 546;26 869 904;0;26 869 904;28 632 546;26 869 904;0;26 869 904;;;;;;;;
Justice;182;01;Mise en oeuvre des décisions judiciaires;0;Garantie du risque exportateur;651 908 021;667 475 873;0;667 475 873;652 424 119;663 539 734;0;663 539 734;;;;;;;;
Justice;182;03;Soutien;0;Garantie du risque exportateur;98 012 481;102 388 928;0;102 388 928;97 596 383;101 053 164;0;101 053 164;;;;;;;;
Justice;182;04;Formation;0;Garantie du risque exportateur;29 958 134;31 027 230;0;31 027 230;27 358 134;31 027 230;0;31 027 230;;;;;;;;
Justice;310;01;État major;0;Garantie du risque exportateur;9 773 736;10 258 424;0;10 258 424;9 773 736;10 258 424;0;10 258 424;;;;;;;;
Justice;310;02;Activité normative;0;Garantie du risque exportateur;22 500 000;23 333 410;0;23 333 410;22 500 000;23 333 410;0;23 333 410;;;;;;;;
Justice;310;03;Évaluation, contrôle, études et recherche;0;Garantie du risque exportateur;16 051 679;16 482 254;0;16 482 254;16 051 679;16 482 254;0;16 482 254;;;;;;;;
Justice;310;04;Gestion de l'administration centrale;0;Garantie du risque exportateur;156 218 307;95 588 485;0;95 588 485;118 458 307;113 723 960;0;113 723 960;;;;;;;;
Justice;310;09;Action informatique ministérielle;0;Garantie du risque exportateur;113 755 025;194 049 327;0;194 049 327;112 855 025;111 944 188;0;111 944 188;;;;;;;;
Justice;310;10;Action sociale ministérielle;0;Garantie du risque exportateur;35 800 000;35 031 544;0;35 031 544;35 800 000;35 031 544;0;35 031 544;;;;;;;;
Justice;335;01;Conseil supérieur de la magistrature;0;Garantie du risque exportateur;3 621 651;3 482 363;0;3 482 363;4 337 572;4 444 723;0;4 444 723;;;;;;;;
Médias, livre et industries culturelles;180;01;Relations financières avec l'AFP;0;Garantie du risque exportateur;126 140 282;127 476 239;0;127 476 239;126 140 282;127 476 239;0;127 476 239;;;;;;;;
Médias, livre et industries culturelles;180;02;Aides à la presse;0;Garantie du risque exportateur;130 208 332;128 754 707;0;128 754 707;130 208 332;128 754 707;0;128 754 707;;;;;;;;
Médias, livre et industries culturelles;313;01;France Télévisions;0;Garantie du risque exportateur;160 417 710;40 533 358;0;40 533 358;160 417 710;40 533 358;0;40 533 358;;;;;;;;
Médias, livre et industries culturelles;313;10;Soutien à l'expression radiophonique locale;0;Garantie du risque exportateur;29 153 500;29 000 000;0;29 000 000;29 153 500;29 000 000;0;29 000 000;;;;;;;;
Médias, livre et industries culturelles;334;01;Livre et lecture;0;Garantie du risque exportateur;261 542 885;246 584 593;0;246 584 593;258 569 769;256 984 593;0;256 984 593;;;;;;;;
Médias, livre et industries culturelles;334;02;Industries culturelles;0;Garantie du risque exportateur;10 362 258;15 906 383;0;15 906 383;10 362 258;15 906 383;0;15 906 383;;;;;;;;
Médias, livre et industries culturelles;334;03;Soutien aux médias de proximité;0;Garantie du risque exportateur;0;1 500 000;0;1 500 000;0;1 500 000;0;1 500 000;;;;;;;;
Médias, livre et industries culturelles;334;04;Compagnie internationale de radio et télévision (CIRT);0;Garantie du risque exportateur;0;1 650 000;0;1 650 000;0;1 650 000;0;1 650 000;;;;;;;;
Outre-mer;123;01;Logement;0;Garantie du risque exportateur;247 650 000;247 600 000;0;247 600 000;243 688 461;234 668 057;0;234 668 057;;;;;;;;
Outre-mer;123;02;Aménagement  du territoire;0;Garantie du risque exportateur;142 863 434;144 174 103;0;144 174 103;170 678 001;176 665 332;0;176 665 332;;;;;;;;
Outre-mer;123;03;Continuité territoriale;0;Garantie du risque exportateur;41 152 875;42 460 689;0;42 460 689;41 152 875;43 248 914;0;43 248 914;;;;;;;;
Outre-mer;123;04;Sanitaire, social, culture, jeunesse et sports;0;Garantie du risque exportateur;8 964 500;17 750 000;0;17 750 000;8 964 500;17 750 000;0;17 750 000;;;;;;;;
Outre-mer;123;06;Collectivités territoriales;0;Garantie du risque exportateur;191 717 860;198 998 365;0;198 998 365;182 680 416;189 127 333;0;189 127 333;;;;;;;;
Outre-mer;123;07;Insertion économique et coopération régionales;0;Garantie du risque exportateur;1 000 000;1 000 000;0;1 000 000;1 000 000;1 000 000;0;1 000 000;;;;;;;;
Outre-mer;123;08;Fonds exceptionnel d'investissement;0;Garantie du risque exportateur;39 307 062;40 000 000;0;40 000 000;25 744 559;27 851 111;0;27 851 111;;;;;;;;
Outre-mer;123;09;Appui à l'accès aux financements bancaires;0;Garantie du risque exportateur;28 300 000;26 581 393;0;26 581 393;9 638 420;11 681 962;0;11 681 962;;;;;;;;
Outre-mer;138;01;Soutien aux entreprises;0;Garantie du risque exportateur;1 136 187 331;1 111 233 258;0;1 111 233 258;1 136 687 331;1 110 953 258;0;1 110 953 258;;;;;;;;
Outre-mer;138;02;Aide à l'insertion et à la qualification professionnelle;0;Garantie du risque exportateur;252 926 817;247 384 656;0;247 384 656;239 176 817;247 956 763;0;247 956 763;;;;;;;;
Outre-mer;138;03;Pilotage des politiques des outre-mer;0;Garantie du risque exportateur;2 745 377;2 444 763;0;2 444 763;2 745 377;2 444 763;0;2 444 763;;;;;;;;
Politique des territoires;112;01;Attractivité économique et compétitivité des territoires;0;Garantie du risque exportateur;85 015 702;86 841 090;0;86 841 090;95 346 267;91 416 728;0;91 416 728;;;;;;;;
Politique des territoires;112;02;Développement solidaire et équilibré des territoires;0;Garantie du risque exportateur;86 747 000;85 021 657;0;85 021 657;124 469 863;119 584 260;0;119 584 260;;;;;;;;
Politique des territoires;112;04;Instruments de pilotage et d'étude;0;Garantie du risque exportateur;43 336 362;43 301 796;0;43 301 796;43 336 362;43 301 796;0;43 301 796;;;;;;;;
Politique des territoires;147;01;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;0;Garantie du risque exportateur;331 819 031;346 974 000;0;346 974 000;331 819 031;346 974 000;0;346 974 000;;;;;;;;
Politique des territoires;147;02;Revitalisation économique et emploi;0;Garantie du risque exportateur;83 348 996;57 637 123;0;57 637 123;83 348 996;57 637 123;0;57 637 123;;;;;;;;
Politique des territoires;147;03;Stratégie, ressources et évaluation;0;Garantie du risque exportateur;33 756 978;32 559 910;0;32 559 910;34 040 708;32 559 910;0;32 559 910;;;;;;;;
Politique des territoires;147;04;Rénovation urbaine et amélioration du cadre de vie;0;Garantie du risque exportateur;43 000;0;0;0;923 000;880 000;0;880 000;;;;;;;;
Politique des territoires;162;02;Eau - Agriculture en Bretagne;0;Garantie du risque exportateur;7 038 004;5 146 979;0;5 146 979;8 103 416;4 960 792;0;4 960 792;;;;;;;;
Politique des territoires;162;04;Programme exceptionnel d'investissements en faveur de la Corse;0;Garantie du risque exportateur;16 039 563;13 416 050;0;13 416 050;18 785 666;17 045 968;0;17 045 968;;;;;;;;
Politique des territoires;162;06;Plan gouvernemental sur le Marais Poitevin - Poitou Charentes;0;Garantie du risque exportateur;3 935 174;1 441 551;0;1 441 551;3 622 133;1 823 939;0;1 823 939;;;;;;;;
Politique des territoires;162;08;Plan chlordécone en Martinique et en Guadeloupe;0;Garantie du risque exportateur;2 577 549;2 076 244;0;2 076 244;2 582 651;2 075 989;0;2 075 989;;;;;;;;
