Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;AE PLF 2019;CP PLF 2019;Code Ministère;Ministère
PLF 2019;Budget général;Recherche et enseignement supérieur;142;Enseignement supérieur et recherche agricoles;2;Recherche, développement et transfert de technologie;;;37 253 851;37 253 851;3;Agriculture et alimentation
PLF 2019;Budget général;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;3;Régime de retraite du personnel de la SNCF;;;3 303 048 089;3 303 048 089;23;Transition écologique et solidaire
PLF 2019;Budget général;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;4;Régime de retraite du personnel de la RATP;;;736 202 666;736 202 666;23;Transition écologique et solidaire
PLF 2019;Budget général;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;5;Autres régimes;;;124 242 045;124 242 045;23;Transition écologique et solidaire
PLF 2019;Budget général;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;1;Régimes de retraite et de sécurité sociale des marins;;;815 697 600;815 697 600;23;Transition écologique et solidaire
PLF 2019;Budget général;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;1;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;;;1 101 475 046;1 101 475 046;7;Action et comptes publics
PLF 2019;Budget général;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;2;Régime de retraite de la SEITA;;;146 914 555;146 914 555;7;Action et comptes publics
PLF 2019;Budget général;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;4;Caisse des retraites des régies ferroviaires d'outre-mer;;;1 620 352;1 620 352;7;Action et comptes publics
PLF 2019;Budget général;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;7;Versements liés à la liquidation de l'ORTF;;;140 000;140 000;7;Action et comptes publics
PLF 2019;Budget général;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;11;Régime de retraite complémentaire des exploitants agricoles (RCO);;;55 000 000;55 000 000;7;Action et comptes publics
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;1;Soutien aux projets des communes et groupements de communes;;;1 810 279 990;1 465 798 687;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;2;Dotation générale de décentralisation des communes;;;130 308 258;130 308 258;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;3;Soutien aux projets des départements et des régions;;;295 855 969;149 177 834;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;4;Dotation générale de décentralisation des départements;;;265 431 439;265 431 439;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;5;Dotation générale de décentralisation des régions;;;913 730 621;913 730 621;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;6;Dotation générale de décentralisation concours particuliers;;;236 077 587;236 077 587;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;7;Soutien à l'investissement - Part métropoles;;;;;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;1;Aides exceptionnelles aux collectivités territoriales;;;94 000 000;128 701 659;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;2;Administration des relations avec les collectivités territoriales;;;2 863 826;2 917 151;9;Intérieur
PLF 2019;Budget général;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;4;Dotations Outre-Mer;;;141 215 809;141 215 809;9;Intérieur
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;1;Impôts sur les sociétés;16 465 799 000;16 465 799 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;2;Taxe sur la valeur ajoutée;53 522 933 000;53 522 933 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;3;Plafonnement des impositions directes;0;0;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;4;Autres remboursements et dégrèvements liés à la mécanique de l’impôt;203 622 000;203 622 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;5;Impôt sur le revenu;100 000 000;100 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;2;Impôt sur le revenu;8 933 000 000;8 933 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;3;Impôt sur les sociétés;16 078 324 000;16 078 324 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;4;Taxe intérieure sur les produits pétroliers;2 100 000 000;2 100 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;5;Taxe intérieure de consommation sur le gaz naturel;2 000 000;2 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;6;Contribution pour l'audiovisuel public;552 000 000;552 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;7;Prélèvement sur le produit des jeux;;;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;8;Acomptes de crédits et de réductions d'impôts sur le revenu;5 513 000 000;5 513 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;1;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;1 835 000 000;1 835 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;2;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;1 432 068 000;1 432 068 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;3;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;2 200 000 000;2 200 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;4;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;2 415 904 000;2 415 904 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;5;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;1 000 000 000;1 000 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;6;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;710 000 000;710 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;7;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;1 916 000 000;1 916 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;8;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;750 000 000;750 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Prélèvement à la source (PAS) : dégrèvements et restitutions;100 000 000;100 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);1;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;;;6 297 000 000;6 297 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);2;Taxes foncières;;;1 594 000 000;1 594 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);3;Taxe d'habitation;;;11 454 000 000;11 454 000 000;7;Action et comptes publics
PLF 2019;Budget général;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);4;Admission en non valeur d'impôts locaux;;;513 000 000;513 000 000;7;Action et comptes publics
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;;;243 941 606;242 941 606;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;12;Santé des populations;;;1 010 000;1 010 000;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;14;Prévention des maladies chroniques et qualité de vie des malades;;;52 465 399;53 465 399;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;15;Prévention des risques liés à l'environnement et à l'alimentation;;;18 099 747;18 099 747;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;16;Veille et sécurité sanitaire;;;1 610 000;1 610 000;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;17;Politique des produits de santé et de la qualité des pratiques et des soins;;;121 492 898;121 492 898;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;18;Projets régionaux de santé;;;;;56;Solidarités et santé
PLF 2019;Budget général;Santé;204;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;;;40 693 802;41 993 802;56;Solidarités et santé
PLF 2019;Budget général;Santé;183;Protection maladie;2;Aide médicale de l'Etat;;;934 900 000;934 900 000;56;Solidarités et santé
PLF 2019;Budget général;Santé;183;Protection maladie;3;Fonds d'indemnisation des victimes de l'amiante;;;8 000 000;8 000 000;56;Solidarités et santé
PLF 2019;Budget général;Sécurités;176;Police nationale;1;Ordre public et protection de la souveraineté;1;Ordre public et protection de la souveraineté - Administration centrale et cabinets;57 459 966;57 459 966;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;1;Ordre public et protection de la souveraineté;2;Ordre public et protection de la souveraineté - Hors administration centrale et cabinets;1 175 586 522;1 175 586 522;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;2;Sécurité et paix publiques;1;Sécurité et paix publiques - Administration centrale et cabinets;146 007 319;146 007 319;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;2;Sécurité et paix publiques;2;Sécurité et paix publiques - Hors administration centrale et cabinet;2 983 773 955;2 983 773 955;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;3;Sécurité routière;1;Sécurité routière  - Administration centrale et cabinet;22 062 961;22 062 961;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;3;Sécurité routière;2;Sécurité routière - Hors administration centrale et cabinets;451 391 123;451 391 123;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;4;Police des étrangers et sûreté des transports internationaux;3;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Administration centrale et cabinets;42 557 615;42 557 615;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;4;Police des étrangers et sûreté des transports internationaux;4;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Hors administration centrale et cabinets;870 695 923;870 695 923;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;5;Missions de police judiciaire et concours à la justice;1;Missions de police judiciaire et concours à la justice - Administration centrale et cabinets;134 213 969;134 213 969;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;5;Missions de police judiciaire et concours à la justice;2;Missions de police judiciaire et concours à la justice - Hors administration centrale et cabinets;2 742 491 109;2 742 491 109;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;1;Formation;19 014 314;19 014 314;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;2;Action sociale;24 627 486;24 627 486;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;3;Immobilier;165 467 000;161 996 876;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;4;Système d'information et de communication : ACROPOL;38 783 951;38 493 581;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;5;Système d'information et de communication : hors ACROPOL;85 773 435;72 654 893;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;7;Soutien (autres dépenses);1 937 646 504;1 739 580 954;9;Intérieur
PLF 2019;Budget général;Sécurités;176;Police nationale;6;Commandement, ressources humaines et logistique;8;Soutien (autres dépenses) - Administration centrale et cabinets;44 894 004;44 894 004;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;1;Ordre et sécurité publics;1;Ordre et sécurité publics - hors administration centrale et cabinet;3 437 916 670;3 437 916 670;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;1;Ordre et sécurité publics;2;Ordre et sécurité publics -  administration centrale et cabinet;12 321 514;12 321 514;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;2;Sécurité routière;1;Sécurité routière - hors administration centrale et cabinet;745 762 490;745 762 490;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;2;Sécurité routière;2;Sécurité routière - administration centrale et cabinet;361 021;361 021;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;3;Missions de police judiciaire et concours à la justice;1;Missions de police judiciaire et concours à la justice - hors administration centrale et cabinet;2 071 331 400;2 071 331 400;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;3;Missions de police judiciaire et concours à la justice;2;Missions de police judiciaire et concours à la justice - administration centrale et cabinet;10 075 326;10 075 326;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;4;Commandement, ressources humaines et logistique;1;Commandement, ressources humaines et logistique;2 920 401 433;2 230 182 995;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;4;Commandement, ressources humaines et logistique;2;Commandement, ressources humaines et logistique - administration centrale et cabinet;161 446 883;161 446 883;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;5;Exercice des missions militaires;1;Exercice des missions militaires - hors administration centrale et cabinet;134 893 325;134 893 325;9;Intérieur
PLF 2019;Budget général;Sécurités;152;Gendarmerie nationale;5;Exercice des missions militaires;2;Exercice des missions militaires - administration centrale et cabinet;1 153 825;1 153 825;9;Intérieur
PLF 2019;Budget général;Sécurités;207;Sécurité et éducation routières;1;Observation, prospective, réglementation et soutien au programme;;;3 224 988;3 224 988;9;Intérieur
PLF 2019;Budget général;Sécurités;207;Sécurité et éducation routières;2;Démarches interministérielles et communication;;;16 290 530;16 290 530;9;Intérieur
PLF 2019;Budget général;Sécurités;207;Sécurité et éducation routières;3;Éducation routière;;;22 947 052;21 851 450;9;Intérieur
PLF 2019;Budget général;Sécurités;161;Sécurité civile;11;Prévention et gestion de crises;;;53 869 074;35 669 074;9;Intérieur
PLF 2019;Budget général;Sécurités;161;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;;;241 572 936;339 991 474;9;Intérieur
PLF 2019;Budget général;Sécurités;161;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;151 510 440;150 239 009;9;Intérieur
PLF 2019;Budget général;Sécurités;161;Sécurité civile;14;Fonctionnement, soutien et logistique;;;12 477 953;12 877 953;9;Intérieur
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;11;Prime d'activité et autres dispositifs;;;6 643 702 823;6 643 702 823;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;13;Ingénierie, outils de la gouvernance et expérimentations;;;676 511;676 511;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;14;Aide alimentaire;;;51 558 566;51 558 566;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;15;Qualification en travail social;;;5 659 277;5 659 277;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;16;Protection juridique des majeurs;;;668 261 317;668 261 317;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;156 101 955;156 101 955;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;18;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays d’origine (ARFS);;;200 000;200 000;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;19;Stratégie interministérielle de Prévention et de Lutte contre la Pauvreté des Enfants et des Jeunes;;;171 000 000;171 000 000;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;12;Allocations et aides en faveur des personnes handicapées;;;11 897 522 306;11 897 522 306;12;Services du Premier ministre
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;13;Pilotage du programme et animation des politiques inclusives;;;25 757 928;25 757 928;12;Services du Premier ministre
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;137;Égalité entre les femmes et les hommes;21;Politiques publiques - Accès au droit;;;22 412 048;22 412 048;12;Services du Premier ministre
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;137;Égalité entre les femmes et les hommes;22;Partenariats et innovations;;;5 899 426;5 899 426;12;Services du Premier ministre
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;137;Égalité entre les femmes et les hommes;23;Soutien du programme égalité entre les femmes et les hommes;;;1 560 107;1 560 107;12;Services du Premier ministre
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;10;Fonctionnement des services;;;17 241 374;17 375 981;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;11;Systèmes d'information;;;48 597 690;47 277 011;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;12;Affaires immobilières;;;39 466 746;63 283 494;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;14;Communication;;;5 629 562;5 629 562;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;15;Affaires européennes et internationales;;;5 185 559;5 185 559;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;16;Statistiques, études et recherche;;;9 360 138;9 360 138;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;17;Financement des agences régionales de santé;;;591 028 018;591 028 018;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;18;Personnels mettant en oeuvre les politiques sociales et de la santé;;;227 103 159;227 103 159;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;;;294 092 956;294 092 956;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;;;14 220 151;14 220 151;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;;48 564 215;48 564 215;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;22;Personnels transversaux et de soutien;;;135 037 743;135 037 743;56;Solidarités et santé
PLF 2019;Budget général;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;23;Politique des ressources humaines;;;22 961 571;23 007 257;56;Solidarités et santé
PLF 2019;Budget général;Sport, jeunesse et vie associative;219;Sport;1;Promotion du sport pour le plus grand nombre;;;50 057 449;49 453 849;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;219;Sport;2;Développement du sport de haut niveau;;;230 795 674;219 475 239;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;219;Sport;3;Prévention par le sport et protection des sportifs;;;20 280 125;20 280 125;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;219;Sport;4;Promotion des métiers du sport;;;29 992 877;29 992 877;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;163;Jeunesse et vie associative;1;Développement de la vie associative;;;45 518 360;45 518 360;6;Éducation nationale
PLF 2019;Budget général;Sport, jeunesse et vie associative;163;Jeunesse et vie associative;2;Actions en faveur de la jeunesse et de l'éducation populaire;;;71 811 938;71 811 938;6;Éducation nationale
PLF 2019;Budget général;Sport, jeunesse et vie associative;163;Jeunesse et vie associative;4;Développement du service civique;;;496 996 118;496 996 118;6;Éducation nationale
PLF 2019;Budget général;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;1;Société de livraison des ouvrages olympiques et paralympiques;;;238 000 000;65 250 000;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;2;Comité d'organisation des jeux olympiques et paralympiques;;;;;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;3;Haute performance des jeux olympiques et paralympiques;;;;;52;Sports
PLF 2019;Budget général;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;4;Héritage des jeux olympiques et paralympiques;;;;;52;Sports
PLF 2019;Budget général;Travail et emploi;102;Accès et retour à l'emploi;1;Amélioration de l’efficacité du service public de l’emploi;1;Indemnisation des demandeurs d'emploi;2 224 725 100;2 224 725 100;36;Travail
PLF 2019;Budget général;Travail et emploi;102;Accès et retour à l'emploi;1;Amélioration de l’efficacité du service public de l’emploi;2;Coordination du service public de l'emploi;1 372 697 500;1 372 697 500;36;Travail
PLF 2019;Budget général;Travail et emploi;102;Accès et retour à l'emploi;2;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;1;Insertion dans l'emploi au moyen de contrats aidés;477 958 819;648 509 374;36;Travail
PLF 2019;Budget général;Travail et emploi;102;Accès et retour à l'emploi;2;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;2;Accompagnement des publics les plus en difficultés;1 624 531 510;1 624 531 510;36;Travail
PLF 2019;Budget général;Travail et emploi;102;Accès et retour à l'emploi;3;Plan d'investissement des compétences;;;586 243 947;579 325 267;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;1;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;1;Développement de l’emploi en TPE-PME;288 072 622;219 526 383;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;1;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;2;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;171 649 670;199 277 221;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;2;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;3;Reconnaissance des compétences acquises par les personnes;1 000 000;1 000 000;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;2;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;4;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;1 652 854 111;1 022 462 602;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;3;Développement de l'emploi;1;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;2 801 613 855;2 801 613 855;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;3;Développement de l'emploi;2;Promotion de l'activité;577 467 803;557 175 403;36;Travail
PLF 2019;Budget général;Travail et emploi;103;Accompagnement des mutations économiques et développement de l'emploi;4;Plan d'investissement des compétences;;;848 669 179;387 707 859;36;Travail
